Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,,,Term,Roomtype,Instructor,Capacity
Research: Genomics,90526,BIO,592,7,Graduate ,3,,9:35 am - 10:55 am,TR,Shineman Center 301,Rich Hall ,220,Fall2016,Lecture,Christopher H  Chandler,30
Business Law I,90060,BLW,280,1,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Rich Hall 220,Rich Hall ,220,Fall2016,Lecture,John W  Spring,30
Business Law I,91189,BLW,280,2,Undergraduate ,3,,5:30 pm - 6:50 pm,TR,Rich Hall 220,Rich Hall ,223,Fall2016,Lecture,John W  Spring,30
Legal&Regulatory Environ ofBus,90052,BLW,355,3,Undergraduate ,3,,4:40 pm - 6:05 pm,MW,Rich Hall 223,Park Hall ,314,Fall2016,Lecture,Anastasia   Gagas,30
Legal&Regulatory Environ ofBus,91199,BLW,355,4,Undergraduate ,3,,6:00 pm - 7:20 pm,TR,Park Hall 314,Rich Hall ,219,Fall2016,Lecture,Catherine   Sullivan,30
Legal&Regulatory Environ ofBus,90054,BLW,355,5,Undergraduate ,3,,5:30 pm - 6:50 pm,TR,Rich Hall 219,Rich Hall ,219,Fall2016,Lecture,Delbert James  Guile,30
Legal&Regulatory Environ ofBus,90056,BLW,355,6,Undergraduate ,3,,7:05 pm - 8:25 pm,TR,Rich Hall 219,Park Hall ,314,Fall2016,Lecture,Delbert James  Guile,30
Legal&Regulatory Environ ofBus,91013,BLW,355,7,Undergraduate ,3,,6:20 pm - 7:45 pm,MW,Park Hall 314,Rich Hall ,220,Fall2016,Lecture,Andrew T.  Wolfe,30
Legal&Regulatory Environ ofBus,90745,BLW,355,,Undergraduate ,3,,6:20 pm - 9:05 pm,M,Rich Hall 220,Park Hall ,314,Fall2016,Lecture,Michael R  McAndrew,30
Legal&Regulatory Environ ofBus,91677,BLW,355,1,Undergraduate ,3,,7:35 pm - 8:55 pm,TR,Park Hall 314,,"100% web, no face to face ",Fall2016,Lecture,Catherine   Sullivan,30
Legal&Regulatory Environ ofBus,90051,BLW,355,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",,"100% web, no face to face ",Fall2016,Distance Learning,Mary E  McGowan,30
Legal&Regulatory Environ ofBus,91676,BLW,355,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Rich Hall ,220,Fall2016,Distance Learning,Kathryn   Wolfe,30
Business Law II,90057,BLW,381,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 220,Rich Hall ,220,Fall2016,Lecture,Mary E  McGowan,30
Business Law II,91186,BLW,381,5,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Rich Hall 220,Lanigan Hall ,105,Fall2016,Lecture,Mary E  McGowan,30
Introduction To Mass Media,91471,BRC,108,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 105,Lanigan Hall ,106,Fall2016,Lecture,Heidi   Bulk,30
Introduction To Mass Media,91553,BRC,108,7,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 106,Mahar Hall ,119,Fall2016,Lecture,Jennifer   Fogel,30
Introduction To Mass Media,91052,BRC,108,1,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 119,Lanigan Hall ,104,Fall2016,Lecture,Brian   Moritz,30
Introduction To Mass Media,92719,BRC,108,2,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Lanigan Hall 104,,"100% web, no face to face ",Fall2016,Lecture,Heidi   Bulk,30
Soc Hist Amer Radio&TV,92964,BRC,200,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Lanigan Hall ,20,Fall2016,Distance Learning,Marvin   Kaminsky,30
Broadcast Performance,90225,BRC,215,4,Undergraduate ,3,,6:15 pm - 9:00 pm,W,Lanigan Hall 20,Lanigan Hall ,20,Fall2016,Lecture,Peter E.  Hunn,30
Radio Production,90226,BRC,220,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 20,Lanigan Hall ,20,Fall2016,Lecture,David   Crider,30
Radio Production,90227,BRC,220,6,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Lanigan Hall 20,Marano Campus Center ,206,Fall2016,Lecture,David   Crider,30
Broadcast Newswriting,90228,BRC,229,7,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 206,Marano Campus Center ,206,Fall2016,Lecture,Michael J  Riecke,30
Broadcast Newswriting,91460,BRC,229,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 206,Marano Campus Center ,206,Fall2016,Lecture,Michael J  Riecke,30
Broadcast Newswriting,91066,BRC,229,2,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 206,Mahar Hall ,211,Fall2016,Lecture,Michael J  Riecke,30
Broadcast Newswriting,92726,BRC,229,3,Undergraduate ,3,,4:30 pm - 5:50 pm,TR,Mahar Hall 211,Lanigan Hall ,36,Fall2016,Lecture,James R  Lerch,30
Intro Video Production,90229,BRC,235,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 36,Lanigan Hall ,36,Fall2016,Lecture,Marybeth   Longo,30
Intro Video Production,91011,BRC,235,5,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 36,Lanigan Hall ,36,Fall2016,Lecture,Marybeth   Longo,30
Intro Video Production,91235,BRC,235,6,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 36,Lanigan Hall ,36,Fall2016,Lecture,Laura Ann  Lewin,30
Intro Video Production,91307,BRC,235,7,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 36,Lanigan Hall ,36,Fall2016,Lecture,Laura Ann  Lewin,30
Intro Video Production,92727,BRC,235,1,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Lanigan Hall 36,Lanigan Hall ,102A,Fall2016,Lecture,Francisco   Suarez,30
Broadcasting and Cable,93276,BRC,300,2,Undergraduate ,3,,6:00 pm - 8:45 pm,W,Lanigan Hall 102A,Lanigan Hall ,102A,Fall2016,Lecture,David L  Moody,30
Media Economics,93037,BRC,301,3,Undergraduate ,3,,6:15 pm - 9:00 pm,M,Lanigan Hall 102A,Mahar Hall ,216,Fall2016,Lecture,Peter E.  Hunn,30
Media Economics,92728,BRC,301,4,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 216,Lanigan Hall ,20,Fall2016,Lecture,Jason   Zenor,30
Sound for TV and Film,92952,BRC,308,5,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 20,Lanigan Hall ,20,Fall2016,Lecture,Jeffrey N  Bradbury,30
Sound for TV and Film,92953,BRC,308,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Lanigan Hall 20,Mahar Hall ,202,Fall2016,Lecture,Jeffrey N  Bradbury,30
Mass Media and the Law,91817,BRC,319,7,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 202,Lanigan Hall ,106A,Fall2016,Lecture,Brian   Moritz,30
Mass Media and the Law,91284,BRC,319,1,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Lanigan Hall 106A,Lanigan Hall ,106A,Fall2016,Lecture,Jason   Zenor,30
"Programs, Programming &Effects",90230,BRC,320,2,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 106A,Lanigan Hall ,102A,Fall2016,Lecture,David L  Moody,30
"Programs, Programming &Effects",91823,BRC,320,3,Undergraduate ,3,,6:00 pm - 8:45 pm,T,Lanigan Hall 102A,,"100% web, no face to face ",Fall2016,Lecture,David L  Moody,30
"Programs, Programming &Effects",91503,BRC,320,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Lanigan Hall ,102A,Fall2016,Distance Learning,Jason Matthew  Becker,30
Broadcast Sales,90751,BRC,321,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Lanigan Hall 102A,,"100% web, no face to face ",Fall2016,Lecture,David L  Moody,30
Broadcast Sales,91482,BRC,321,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Mahar Hall ,216,Fall2016,Distance Learning,Jason Matthew  Becker,30
Research Methodsfor Mass Media,92954,BRC,325,7,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Mahar Hall 216,Mahar Hall ,211,Fall2016,Lecture,Arvind   Diddi,30
Media Copywriting,90231,BRC,328,1,Undergraduate ,3,,4:40 pm - 5:55 pm,MW,Mahar Hall 211,Lanigan Hall ,20,Fall2016,Lecture,Timan Harris  Nekritz,30
Broadcast News Reporting,90232,BRC,329,2,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Lanigan Hall 20,Lanigan Hall ,20,Fall2016,Lecture,Michael J  Riecke,30
Broadcast News Reporting Lab,90965,BRC,329,3,Undergraduate ,3,,3:00 pm - 4:55 pm,F,Lanigan Hall 20,Shineman Center ,176,Fall2016,Laboratory,Michael J  Riecke,30
Telecommunications,91757,BRC,330,4,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Shineman Center 176,Lanigan Hall ,20,Fall2016,Lecture,Randolph   Odendahl,30
Sports Broadcasting,91803,BRC,345,5,Undergraduate ,3,,6:00 pm - 8:45 pm,T,Lanigan Hall 20,Lanigan Hall ,106,Fall2016,Lecture,James R  Lerch,30
"Chldrn,Womn&Minori Media",91273,BRC,350,6,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 106,Mahar Hall ,216,Fall2016,Lecture,Jennifer   Fogel,30
Media and Society,92049,BRC,400,7,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 216,Mahar Hall ,107,Fall2016,Lecture,Jennifer   Fogel,30
Mass Media & Politics,93016,BRC,419,1,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 107,,"100% web, no face to face ",Fall2016,Lecture,Jason   Zenor,30
Social Networks and the Web,92969,BRC,421,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Lanigan Hall ,36,Fall2016,Distance Learning,Ulises A  Mejias,30
Scriptwriting for Television,90233,BRC,428,3,Undergraduate ,3,,6:00 pm - 8:45 pm,T,Lanigan Hall 36,Lanigan Hall ,20,Fall2016,Activity,Francisco   Suarez,30
Advanced TV Production,91535,BRC,445,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Lanigan Hall 20,Lanigan Hall ,20,Fall2016,Lecture,Laura Ann  Lewin,30
Advanced TV Production Lab,91633,BRC,445,5,Undergraduate ,3,,11:30 am - 12:25 pm,W,Lanigan Hall 20,Lanigan Hall ,20,Fall2016,Laboratory,Laura Ann  Lewin,30
TB:Post Production/Editing,92967,BRC,450,6,Undergraduate ,3,,3:00 pm - 5:45 pm,W,Lanigan Hall 20,Hewitt Union ,228B,Fall2016,Lecture,Marybeth   Longo,30
Teaching Mathematics,90102,CED,330,7,Undergraduate ,3,,8:00 am - 9:20 am,TR,Hewitt Union 228B,Hewitt Union ,228B,Fall2016,Lecture,Michael Joseph  Difabio,30
Teaching Mathematics,91237,CED,330,1,Undergraduate ,3,,9:35 am - 10:55 am,TR,Hewitt Union 228B,Hewitt Union ,228C,Fall2016,Lecture,Michael Joseph  Difabio,30
Teaching Science & Technology,92856,CED,340,2,Undergraduate ,3,,11:10 am - 12:30 pm,MW,Hewitt Union 228C,Hewitt Union ,228C,Fall2016,Lecture,Eric   Olson,30
Teaching Science & Technology,90103,CED,340,3,Undergraduate ,3,,9:35 am - 10:55 am,MW,Hewitt Union 228C,Hewitt Union ,228C,Fall2016,Lecture,Eric   Olson,30
Teaching Science & Technology,90111,CED,340,4,Undergraduate ,3,,3:00 pm - 5:00 pm,M,Hewitt Union 228C,Park Hall ,212,Fall2016,Lecture,Diann   Jackson,30
Teaching Social Studies,90116,CED,350,5,Undergraduate ,3,,4:30 pm - 7:30 pm,T,Park Hall 212,Sheldon Hall ,328,Fall2016,Lecture,Robyn Lynn  Proud,30
Teaching Social Studies,90117,CED,350,6,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Sheldon Hall 328,Park Hall ,204,Fall2016,Lecture,Ritu   Radhakrishnan,30
Teaching Social Studies,92864,CED,350,7,Undergraduate ,3,,4:30 pm - 7:30 pm,W,Park Hall 204,Off Campus ,,Fall2016,Lecture,Robyn Lynn  Proud,30
Field Placement III,90119,CED,393,1,Undergraduate ,3,,TBA,TBA,Off Campus ,Off Campus ,,Fall2016,Student Teaching,Unassigned   Staff,30
Integrated Childhood Methods,91609,CED,394,2,Undergraduate ,3,,8:00 am - 5:00 pm,TR,Off Campus ,Shineman Center ,175,Fall2016,Recitation or Discussion,Katherine   Biss,30
Survey of Chemistry,90435,CHE,101,3,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Shineman Center 175,Shineman Center ,103,Fall2016,Lecture,Francis Philip  Pappalardo,30
Survey of Chemistry Lab,92933,CHE,101,4,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 103,Shineman Center ,103,Fall2016,Laboratory,Kristin Irene  Gublo,30
Freshman Seminar,92115,CHE,110,5,Undergraduate ,3,,11:30 am - 12:25 pm,M,Shineman Center 103,Shineman Center ,103,Fall2016,Seminar,Kristin Irene  Gublo,30
Freshman Seminar,92116,CHE,110,6,Undergraduate ,3,,11:30 am - 12:25 pm,W,Shineman Center 103,Shineman Center ,103,Fall2016,Seminar,Kristin Irene  Gublo,30
Freshman Seminar,92337,CHE,110,7,Undergraduate ,3,,12:40 pm - 1:35 pm,F,Shineman Center 103,Marano Campus Center ,132,Fall2016,Seminar,Kristin Irene  Gublo,30
General Chemistry,90437,CHE,111,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 132,Park Hall ,315,Fall2016,Lecture,Jeffery A.  Schneider,30
General Chemistry,91453,CHE,111,2,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Park Hall 315,Shineman Center ,122,Fall2016,Lecture,Thomas M  Brown,30
General Chemistry,90438,CHE,111,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 122,Shineman Center ,175,Fall2016,Lecture,Julia   Koeppe,30
General Chemistry,92792,CHE,111,4,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 175,Shineman Center ,106,Fall2016,Lecture,Casey C  Raymond,30
Laboratory (for Che 111),90844,CHE,113,5,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 106,Shineman Center ,104,Fall2016,Laboratory,Jeffery A.  Schneider,30
Laboratory (for Che 111),92037,CHE,113,6,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 104,Shineman Center ,104,Fall2016,Laboratory,Thomas M  Brown,30
Laboratory (for Che 111),90444,CHE,113,7,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 104,Shineman Center ,106,Fall2016,Laboratory,Mahemuti   Xiadiman,30
Laboratory (for Che 111),90440,CHE,113,1,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 106,Shineman Center ,106,Fall2016,Laboratory,James Anthony  Calvert,30
Laboratory (for Che 111),90441,CHE,113,2,Undergraduate ,3,,1:50 pm - 4:45 pm,W,Shineman Center 106,Shineman Center ,104,Fall2016,Laboratory,Alexandria Rose  Connelly,30
Laboratory (for Che 111),90445,CHE,113,3,Undergraduate ,3,,1:50 pm - 4:45 pm,W,Shineman Center 104,Shineman Center ,104,Fall2016,Laboratory,James Anthony  Calvert,30
Laboratory (for Che 111),90783,CHE,113,4,Undergraduate ,3,,8:00 am - 10:55 am,R,Shineman Center 104,Shineman Center ,104,Fall2016,Laboratory,Christopher   Pitts,30
Laboratory (for Che 111),90442,CHE,113,5,Undergraduate ,3,,11:10 am - 2:05 pm,R,Shineman Center 104,Shineman Center ,106,Fall2016,Laboratory,James Anthony  Calvert,30
Laboratory (for Che 111),90608,CHE,113,6,Undergraduate ,3,,11:10 am - 2:05 pm,R,Shineman Center 106,Shineman Center ,106,Fall2016,Laboratory,Mahemuti   Xiadiman,30
Laboratory (for Che 111),90443,CHE,113,7,Undergraduate ,3,,2:20 pm - 5:15 pm,R,Shineman Center 106,Shineman Center ,104,Fall2016,Laboratory,Sean Matthew  Lyons,30
Laboratory (for Che 111),90446,CHE,113,1,Undergraduate ,3,,2:20 pm - 5:15 pm,R,Shineman Center 104,Shineman Center ,104,Fall2016,Laboratory,Mahemuti   Xiadiman,30
Laboratory (for Che 111),91280,CHE,113,2,Undergraduate ,3,,8:00 am - 10:55 am,T,Shineman Center 104,Shineman Center ,103,Fall2016,Laboratory,Mahemuti   Xiadiman,30
Laboratory (for Che 111),91536,CHE,113,3,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 103,Shineman Center ,103,Fall2016,Laboratory,Alexandria Rose  Connelly,30
Laboratory (for Che 111),91455,CHE,113,4,Undergraduate ,3,,8:00 am - 10:55 am,T,Shineman Center 103,Shineman Center ,103,Fall2016,Laboratory,Christopher   Pitts,30
Laboratory (for Che 111),91570,CHE,113,5,Undergraduate ,3,,11:10 am - 2:05 pm,T,Shineman Center 103,Shineman Center ,106,Fall2016,Laboratory,Mahemuti   Xiadiman,30
Laboratory (for Che 111),92038,CHE,113,6,Undergraduate ,3,,11:10 am - 2:05 pm,T,Shineman Center 106,Shineman Center ,103,Fall2016,Laboratory,Shaun M  Henderson,30
Laboratory (for Che 111),92039,CHE,113,7,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 103,Shineman Center ,104,Fall2016,Laboratory,Alison Nicole  Taylor,30
Laboratory (for Che 111),92793,CHE,113,1,Undergraduate ,3,,10:20 am - 1:15 pm,W,Shineman Center 104,Shineman Center ,104,Fall2016,Laboratory,Alexandria Rose  Connelly,30
Laboratory (for Che 111),90439,CHE,113,2,Undergraduate ,3,,11:10 am - 2:05 pm,T,Shineman Center 104,Shineman Center ,106,Fall2016,Laboratory,Sean Matthew  Lyons,30
Laboratory (for Che 111),91870,CHE,113,3,Undergraduate ,3,,8:00 am - 10:55 am,R,Shineman Center 106,Shineman Center ,106,Fall2016,Laboratory,Sean Matthew  Lyons,30
Laboratory (for Che 111),92346,CHE,113,4,Undergraduate ,3,,8:00 am - 10:55 am,T,Shineman Center 106,Shineman Center ,192,Fall2016,Laboratory,Geoffrey   Peterson,30
Applied Math for General Chemi,92895,CHE,120,5,Undergraduate ,3,,12:40 pm - 1:35 pm,MW,Shineman Center 192,Shineman Center ,122,Fall2016,Lecture,Martha   Bruch,30
Chemistry & Public Concern,90447,CHE,209,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Shineman Center 122,Shineman Center ,170,Fall2016,Lecture,Timothy F  Braun,30
General Chem II,90448,CHE,212,7,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 170,Shineman Center ,103,Fall2016,Lecture,Martha   Bruch,30
Laboratory (for Che 212),90450,CHE,214,1,Undergraduate ,3,,11:10 am - 2:05 pm,R,Shineman Center 103,Shineman Center ,103,Fall2016,Laboratory,Martha   Bruch,30
Laboratory (for Che 212),90449,CHE,214,2,Undergraduate ,3,,2:20 pm - 5:15 pm,R,Shineman Center 103,Shineman Center ,103,Fall2016,Laboratory,Alison Nicole  Taylor,30
Laboratory (for Che 212),92794,CHE,214,3,Undergraduate ,3,,8:00 am - 10:55 am,R,Shineman Center 103,Park Hall ,315,Fall2016,Laboratory,Alison Nicole  Taylor,30
Introductory Organic Chemistry,90451,CHE,230,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Park Hall 315,Shineman Center ,101,Fall2016,Lecture,Fehmi   Damkaci,30
Intro Organic CHE Laboratory,90452,CHE,230,5,Undergraduate ,3,,11:10 am - 2:05 pm,R,Shineman Center 101,Shineman Center ,101,Fall2016,Laboratory,Shaun M  Henderson,30
Intro Organic CHE Laboratory,90453,CHE,230,6,Undergraduate ,3,,2:20 pm - 5:15 pm,R,Shineman Center 101,Shineman Center ,101,Fall2016,Laboratory,Christopher   Pitts,30
Introductory Organic Chemistry,91626,CHE,230,7,Undergraduate ,3,,5:30 pm - 8:25 pm,R,Shineman Center 101,Shineman Center ,175,Fall2016,Laboratory,Shaun M  Henderson,30
Environmental Science,91615,CHE,300,1,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Shineman Center 175,,"100% web, no face to face ",Fall2016,Lecture,Webe   Kadima,30
Environmental Science,90454,CHE,300,2,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Shineman Center ,175,Fall2016,Distance Learning,Jeffery A.  Schneider,30
Criminalistic Chemistry,90455,CHE,305,3,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Shineman Center 175,Shineman Center ,176,Fall2016,Lecture,Shokouh H  Haddadi,30
Analytical Chemistry,91613,CHE,322,4,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Shineman Center 176,Shineman Center ,205,Fall2016,Lecture,Shokouh H  Haddadi,30
Analytical Chemistry Lab,90964,CHE,322,5,Undergraduate ,3,,3:00 pm - 7:00 pm,R,Shineman Center 205,Shineman Center ,205,Fall2016,Laboratory,Robert S  Morse,30
Analytical Chemistry Lab,91614,CHE,322,6,Undergraduate ,3,,12:45 pm - 4:45 pm,T,Shineman Center 205,Park Hall ,315,Fall2016,Laboratory,Webe   Kadima,30
Organic Chemistry,90456,CHE,331,7,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Park Hall 315,Shineman Center ,101,Fall2016,Lecture,Matthew S  Baker,30
Organic Che Lab,major only,90459,,1,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 101,Shineman Center ,101,Fall2016,Laboratory,Matthew S  Baker,30
Organic Chemistry Laboratory,90989,CHE,331,2,Undergraduate ,3,,8:00 am - 10:55 am,T,Shineman Center 101,Shineman Center ,101,Fall2016,Laboratory,Matthew S  Baker,30
Organic Chemistry Laboratory,90457,CHE,331,3,Undergraduate ,3,,11:10 am - 2:05 pm,T,Shineman Center 101,Shineman Center ,101,Fall2016,Laboratory,Matthew S  Baker,30
Organic Chemistry Laboratory,90458,CHE,331,4,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 101,Shineman Center ,101,Fall2016,Laboratory,Matthew S  Baker,30
Organic Chemistry Laboratory,90460,CHE,331,5,Undergraduate ,3,,1:50 pm - 4:45 pm,W,Shineman Center 101,Shineman Center ,101,Fall2016,Laboratory,Matthew S  Baker,30
Organic Chemistry Laboratory,91048,CHE,331,6,Undergraduate ,3,,5:30 pm - 8:25 pm,M,Shineman Center 101,Shineman Center ,101,Fall2016,Laboratory,Matthew S  Baker,30
Organic Chemistry lab,91305,CHE,331,7,Undergraduate ,3,,5:30 pm - 8:25 pm,W,Shineman Center 101,Shineman Center ,101,Fall2016,Laboratory,Matthew S  Baker,30
Organic Chemistry Lab,91821,CHE,331,1,Undergraduate ,3,,5:30 pm - 8:25 pm,T,Shineman Center 101,Shineman Center ,101,Fall2016,Laboratory,Matthew S  Baker,30
Organic Chemistry-LAB,92754,CHE,331,2,Undergraduate ,3,,10:20 am - 1:15 pm,M,Shineman Center 101,Shineman Center ,101,Fall2016,Laboratory,Matthew S  Baker,30
Organic Chemistry-LAB,92755,CHE,331,3,Undergraduate ,3,,10:20 am - 1:15 pm,W,Shineman Center 101,Shineman Center ,170,Fall2016,Laboratory,Matthew S  Baker,30
Physical Chemistry,90461,CHE,341,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Shineman Center 170,Shineman Center ,201,Fall2016,Lecture,Martha   Bruch,30
Comp Physical Chem Lab,91754,CHE,343,5,Undergraduate ,3,,12:45 pm - 4:45 pm,T,Shineman Center 201,Shineman Center ,112,Fall2016,Laboratory,Martha   Bruch,30
ST: Enzymes,92795,CHE,401,6,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 112,Sheldon Hall ,337,Fall2016,Lecture,Julia   Koeppe,30
ST:Structure/Functions Protein,92796,CHE,401,7,Undergraduate ,3,,9:35 am - 10:55 am,TR,Sheldon Hall 337,Shineman Center ,103,Fall2016,Lecture,Webe   Kadima,30
Forensic Science,90462,CHE,405,1,Undergraduate ,3,,1:50 pm - 5:05 pm,W,Shineman Center 103,Shineman Center ,196,Fall2016,Lecture,Shokouh H  Haddadi,30
Instrumental Analysis,91624,CHE,425,2,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Shineman Center 196,Shineman Center ,203,Fall2016,Lecture,Vadoud H  Niri,30
Instrumental Analysis Lab,91625,CHE,425,3,Undergraduate ,3,,12:40 pm - 4:40 pm,W,Shineman Center 203,Shineman Center ,176,Fall2016,Laboratory,Vadoud H  Niri,30
Organic Synthesis,92366,CHE,433,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Shineman Center 176,Shineman Center ,176,Fall2016,Lecture,Fehmi   Damkaci,30
Inorganic Chemistry,90463,CHE,451,5,Undergraduate ,3,,8:00 am - 9:20 am,TR,Shineman Center 176,Shineman Center ,207,Fall2016,Lecture,Thomas M  Brown,30
Inorganic Chemistry Laboratory,91815,CHE,451,6,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 207,Shineman Center ,175,Fall2016,Laboratory,Casey C  Raymond,30
Biochemistry,90464,CHE,461,7,Undergraduate ,3,,5:30 pm - 6:55 pm,TR,Shineman Center 175,Shineman Center ,112,Fall2016,Lecture,Kestutis G  Bendinskas,30
Biochemistry Lab,90465,CHE,461,1,Undergraduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 112,Shineman Center ,112,Fall2016,Laboratory,Kestutis G  Bendinskas,30
Biochemistry Lab,90990,CHE,461,2,Undergraduate ,3,,5:30 pm - 8:25 pm,M,Shineman Center 112,Shineman Center ,112,Fall2016,Laboratory,Kestutis G  Bendinskas,30
Biochemistry Lab,91508,CHE,461,3,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 112,Shineman Center ,112,Fall2016,Laboratory,Julia   Koeppe,30
ST: Enzymes,91981,CHE,501,4,Graduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 112,Sheldon Hall ,337,Fall2016,Lecture,Julia   Koeppe,30
TA:Structure/Functions Protein,92006,CHE,501,5,Graduate ,3,,9:35 am - 10:55 am,TR,Sheldon Hall 337,Park Hall ,206,Fall2016,Lecture,Webe   Kadima,30
Analytical Spectroscopy,93042,CHE,526,6,Graduate ,3,,10:20 am - 11:15 am,MWF,Park Hall 206,Shineman Center ,176,Fall2016,Lecture,Vadoud H  Niri,30
Adv. Organic Chemistry II,92362,CHE,537,7,Graduate ,3,,11:10 am - 12:30 pm,TR,Shineman Center 176,Shineman Center ,196,Fall2016,Lecture,Fehmi   Damkaci,30
Chemical Kinetics,93029,CHE,546,1,Graduate ,3,,8:00 am - 8:55 am,MWF,Shineman Center 196,Shineman Center ,176,Fall2016,Lecture,Casey C  Raymond,30
Adv Inorganic Chemistry,93329,CHE,552,2,Graduate ,3,,8:00 am - 9:20 am,TR,Shineman Center 176,Shineman Center ,175,Fall2016,Lecture,Thomas M  Brown,30
Biochemistry,90466,CHE,561,3,Graduate ,3,,5:30 pm - 6:55 pm,TR,Shineman Center 175,Shineman Center ,112,Fall2016,Lecture,Kestutis G  Bendinskas,30
Biochemistry Laboratory,90467,CHE,561,4,Graduate ,3,,1:50 pm - 4:45 pm,M,Shineman Center 112,Shineman Center ,112,Fall2016,Laboratory,Kestutis G  Bendinskas,30
Advanced Biochemistry Lab,91509,CHE,561,5,Graduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 112,Marano Campus Center ,231,Fall2016,Laboratory,Julia   Koeppe,30
Elementary Chinese,90818,CHI,101,6,Undergraduate ,3,,5:00 pm - 6:25 pm,MW,Marano Campus Center 231,Lanigan Hall ,102A,Fall2016,Lecture,Ching Hung  Hsiao,30
