Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,,,Term,Roomtype,Instructor,Capacity
Composition I,92340,ENG,101,1,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 104,Park Hall ,211,Fall2016,Lecture,Christopher S  Citro,30
Composition II,93288,ENG,102,2,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Park Hall 211,Park Hall ,314,Fall2016,Lecture,Karol   Cooper,30
Composition II,91406,ENG,102,3,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Park Hall 314,Sheldon Hall ,332,Fall2016,Lecture,William T.  Brangan,30
Composition II,91730,ENG,102,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Sheldon Hall 332,Marano Campus Center ,323,Fall2016,Lecture,Diane Marie  Zeller,30
Composition II,92343,ENG,102,5,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Marano Campus Center 323,Marano Campus Center ,208,Fall2016,Lecture,Thomas   Bertonneau,30
Composition II,91735,ENG,102,6,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Marano Campus Center 208,Marano Campus Center ,322,Fall2016,Lecture,Thomas   Bertonneau,30
Composition II,92376,ENG,102,7,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Marano Campus Center 322,Marano Campus Center ,323,Fall2016,Lecture,Christopher S  Citro,30
Composition II,91738,ENG,102,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 323,Mahar Hall ,122,Fall2016,Lecture,Sean Thomas  Milligan,30
Composition II,91417,ENG,102,2,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 122,Marano Campus Center ,231,Fall2016,Lecture,Mary A  Hess,30
Composition II,93266,ENG,102,3,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 231,Mahar Hall ,122,Fall2016,Lecture,Karol   Cooper,30
Composition II,91418,ENG,102,4,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 122,Park Hall ,313,Fall2016,Lecture,Mary A  Hess,30
Composition II,91423,ENG,102,5,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Park Hall 313,Park Hall ,313,Fall2016,Lecture,Brenna   Ryan,30
Composition II,91419,ENG,102,6,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Park Hall 313,Mahar Hall ,106,Fall2016,Lecture,Kenneth S  Nichols,30
Composition II,91421,ENG,102,7,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 106,Mahar Hall ,216,Fall2016,Lecture,Casey   Nagle,30
Composition II,91422,ENG,102,1,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 216,Marano Campus Center ,322,Fall2016,Lecture,Timothy W  McCoy,30
Composition II,91432,ENG,102,2,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 322,Mahar Hall ,103,Fall2016,Lecture,Jean   Troy-Smith,30
Composition II,91742,ENG,102,3,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 103,Mahar Hall ,119,Fall2016,Lecture,Casey   Nagle,30
Composition II,91430,ENG,102,4,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 119,Park Hall ,314,Fall2016,Lecture,Matthew K  Grzecki,30
Composition II,91407,ENG,102,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Park Hall 314,Mahar Hall ,104,Fall2016,Lecture,William T.  Brangan,30
Composition II,91414,ENG,102,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 104,Park Hall ,313,Fall2016,Lecture,Amanda Rae  Trainham,30
Composition II,91429,ENG,102,7,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Park Hall 313,Mahar Hall ,119,Fall2016,Lecture,Kenneth S  Nichols,30
CompositionII,91431,ENG,102,1,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 119,Mahar Hall ,215,Fall2016,Lecture,Leonard   DiFino,30
Composition II,91420,ENG,102,2,Undergraduate ,3,,3:00 pm - 3:55 pm,MWF,Mahar Hall 215,Park Hall ,304,Fall2016,Lecture,Leonard   DiFino,30
Composition II-LLC,91413,ENG,102,3,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Park Hall 304,Park Hall ,211,Fall2016,Lecture,Jessie Rose  Moore,30
Composition II,91433,ENG,102,4,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Park Hall 211,Mahar Hall ,122,Fall2016,Lecture,Diane Marie  Zeller,30
Composition II,91740,ENG,102,5,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 122,Mahar Hall ,314,Fall2016,Lecture,Kayla   Blatchley,30
Composition II,91411,ENG,102,6,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 314,Marano Campus Center ,242,Fall2016,Lecture,Robert M  Early,30
Composition II,91415,ENG,102,7,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 242,Park Hall ,313,Fall2016,Lecture,Imogene D  Wallenfels,30
Composition II,91409,ENG,102,1,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Park Hall 313,Mahar Hall ,216,Fall2016,Lecture,Brenna   Ryan,30
Composition II,91434,ENG,102,2,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 216,Mahar Hall ,314,Fall2016,Lecture,Timothy W  McCoy,30
Composition II,91412,ENG,102,3,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Mahar Hall 314,Marano Campus Center ,306,Fall2016,Lecture,Robert M  Early,30
Composition II,91416,ENG,102,4,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Marano Campus Center 306,Mahar Hall ,118,Fall2016,Lecture,Imogene D  Wallenfels,30
Composition II,91425,ENG,102,5,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 118,Marano Campus Center ,210,Fall2016,Lecture,Devon   Moore,30
Composition II LLC,91739,ENG,102,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 210,Mahar Hall ,104,Fall2016,Lecture,Melissa Ruth  Webb,30
Composition II,91741,ENG,102,7,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 104,Marano Campus Center ,306,Fall2016,Lecture,Amanda Rae  Trainham,30
Composition II,91426,ENG,102,1,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Marano Campus Center 306,Marano Campus Center ,208,Fall2016,Lecture,Linda M.  Black-Ochsenbein,30
Composition II-International,92153,ENG,102,2,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 208,Marano Campus Center ,323,Fall2016,Lecture,Gurdeep   Skolnik,30
Composition II,91737,ENG,102,3,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Marano Campus Center 323,Mahar Hall ,122,Fall2016,Lecture,Sean Thomas  Milligan,30
Composition II,91833,ENG,102,4,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 122,Marano Campus Center ,306,Fall2016,Lecture,Kayla   Blatchley,30
Composition II,91736,ENG,102,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 306,Marano Campus Center ,142,Fall2016,Lecture,Linda M.  Black-Ochsenbein,30
Adv. Listening Comprehension,93064,ENG,103,6,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Marano Campus Center 142,Marano Campus Center ,142,Fall2016,Lecture,Gurdeep   Skolnik,30
Advanced Reading-International,91867,ENG,104,7,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 142,Marano Campus Center ,231,Fall2016,Lecture,Gurdeep   Skolnik,30
Writing About Literature,91858,ENG,204,1,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 231,Mahar Hall ,314,Fall2016,Lecture,Karol   Cooper,30
Writing About Literature,91729,ENG,204,2,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 314,Mahar Hall ,203,Fall2016,Lecture,Robert M  Early,30
Writing About Literature,90167,ENG,204,3,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 203,Marano Campus Center ,223,Fall2016,Lecture,Elizabeth Briande  Bishop,30
Writing About Literature,90821,ENG,204,4,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 223,Marano Campus Center ,223,Fall2016,Lecture,Thomas   Bertonneau,30
Writing About LiteratureLLC,90958,ENG,204,5,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 223,Marano Campus Center ,306,Fall2016,Lecture,Michael   Raicht,30
Modern Culture & Media,90168,ENG,220,6,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 306,Marano Campus Center ,323,Fall2016,Lecture,Jessica Leigh  Folk,30
Modern Culture & Media,90994,ENG,220,7,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Marano Campus Center 323,Marano Campus Center ,211,Fall2016,Lecture,Fiona   Coll,30
Modern Culture & Media,91569,ENG,220,1,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 211,Marano Campus Center ,306,Fall2016,Lecture,Michael   Raicht,30
Amer Lit/Begin-Civ War,91112,ENG,235,2,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 306,Marano Campus Center ,306,Fall2016,Lecture,Douglas A  Guerra,30
Ethnicity & Cul Diff in Lit,91733,ENG,237,3,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 306,Marano Campus Center ,322,Fall2016,Lecture,Patricia E  Clark,30
Sophomore Seminar-Genre,91476,ENG,265,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 322,Marano Campus Center ,258,Fall2016,Seminar,Fiona   Coll,30
Sophomore Seminar-Genre,92940,ENG,265,5,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 258,Marano Campus Center ,211,Fall2016,Seminar,Adin   Lears,30
Practical English Grammar,90169,ENG,271,6,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 211,Marano Campus Center ,323,Fall2016,Lecture,Michael   Murphy,30
Int Cinema/Screen,90841,ENG,286,7,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 323,Marano Campus Center ,211,Fall2016,Lecture,Amy   Shore,30
Intro Cinema/Screen StudiesLLC,91734,ENG,286,1,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 211,Marano Campus Center ,208,Fall2016,Lecture,Bennet   Schaber,30
Literary Criticism,91749,ENG,304,2,Undergraduate ,3,,5:15 pm - 8:00 pm,W,Marano Campus Center 208,Marano Campus Center ,142,Fall2016,Lecture,Maureen F  Curtin,30
Literary Criticism,90765,ENG,304,3,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Marano Campus Center 142,Marano Campus Center ,208,Fall2016,Lecture,Patrick   Murphy,30
Literary Criticism,90766,ENG,304,4,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 208,Marano Campus Center ,211,Fall2016,Lecture,Thomas   Bertonneau,30
Shakespeare- An Introduction,90170,ENG,319,5,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 211,Marano Campus Center ,323,Fall2016,Lecture,Patrick   Murphy,30
20th Century British Fictn,91408,ENG,323,6,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 323,Marano Campus Center ,322,Fall2016,Lecture,Manori N  Jayawardane,30
T:Hands Create:Latino LIT,92129,ENG,337,7,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 322,Marano Campus Center ,323,Fall2016,Lecture,Roberta   Hurtado,30
20thC American Novel,92067,ENG,343,1,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Marano Campus Center 323,Marano Campus Center ,306,Fall2016,Lecture,Roberta   Hurtado,30
Amer Poetry Since 1945,90995,ENG,351,2,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 306,Marano Campus Center ,323,Fall2016,Lecture,Laura   Donnelly,30
Literature in Global Context,90171,ENG,360,3,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 323,Marano Campus Center ,256,Fall2016,Lecture,Manori N  Jayawardane,30
Junior Seminar,90925,ENG,365,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Marano Campus Center 256,Marano Campus Center ,210,Fall2016,Seminar,Douglas A  Guerra,30
Junior Seminar,91046,ENG,365,5,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 210,Marano Campus Center ,306,Fall2016,Seminar,Maureen F  Curtin,30
Women In Literature,92937,ENG,370,6,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 306,Marano Campus Center ,323,Fall2016,Lecture,Maureen F  Curtin,30
Theories of Language,91118,ENG,373,7,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 323,Marano Campus Center ,211,Fall2016,Lecture,Adin   Lears,30
Hist & Devel English Lang,91777,ENG,374,,Undergraduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 211,Hewitt Union ,228C,Fall2016,Lecture,Adin   Lears,30
Literature for Young Adults,93102,ENG,384,1,Undergraduate ,3,,3:55 pm - 6:55 pm,T,Hewitt Union 228C,Marano Campus Center ,323,Fall2016,Lecture,Sharon G  Kane,30
Children's Literature,90172,ENG,385,2,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 323,Park Hall ,315,Fall2016,Lecture,Jean   Troy-Smith,30
The Cinema,90173,ENG,386,3,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Park Hall 315,Marano Campus Center ,232,Fall2016,Lecture,Bennet   Schaber,30
Vision & Textuality,91732,ENG,387,4,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 232,Marano Campus Center ,323,Fall2016,Lecture,Douglas A  Guerra,30
Film Genre with lab,90174,ENG,388,5,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 323,Lanigan Hall ,107,Fall2016,Lecture,Amy   Shore,30
Images of Native AM in Film,92941,ENG,390,6,Undergraduate ,3,,6:00 pm - 9:00 pm,R,Lanigan Hall 107,Marano Campus Center ,306,Fall2016,Recitation or Discussion,Christopher   LaLonde,30
SS:Shakespeare in Film,92944,ENG,395,7,Undergraduate ,3,,6:00 pm - 9:00 pm,T,Marano Campus Center 306,Marano Campus Center ,256,Fall2016,Lecture,Patrick   Murphy,30
Seminar In Adv Literary Study,92065,ENG,465,1,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 256,Marano Campus Center ,208,Fall2016,Seminar,Roberta   Hurtado,30
Seminar In Adv Literary Study,92075,ENG,465,2,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 208,Marano Campus Center ,322,Fall2016,Seminar,Manori N  Jayawardane,30
Words in the World,91424,ENG,485,3,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Marano Campus Center 322,Marano Campus Center ,210,Fall2016,Lecture,Michael   Murphy,30
Theories of Teaching Compositn,92369,ENG,502,4,Graduate ,3,,6:00 pm - 8:40 pm,T,Marano Campus Center 210,Marano Campus Center ,323,Fall2016,Lecture,Michael   Murphy,30
20th Century British Fiction,91475,ENG,523,5,Graduate ,3,,9:35 am - 10:55 am,TR,Marano Campus Center 323,Marano Campus Center ,322,Fall2016,Lecture,Manori N  Jayawardane,30
Ethnicity & Cultural Differenc,90175,ENG,537,6,Graduate ,3,,5:30 pm - 8:15 pm,R,Marano Campus Center 322,Marano Campus Center ,306,Fall2016,Lecture,Patricia E  Clark,30
Amer Poetry Since 1945,90996,ENG,551,7,Graduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 306,Marano Campus Center ,323,Fall2016,Lecture,Laura   Donnelly,30
Theories of Language,91123,ENG,573,1,Graduate ,3,,2:20 pm - 3:40 pm,TR,Marano Campus Center 323,Marano Campus Center ,306,Fall2016,Lecture,Adin   Lears,30
SS:Shakespeare in Film,93319,ENG,595,2,Graduate ,3,,6:00 pm - 9:00 pm,T,Marano Campus Center 306,Rich Hall ,324,Fall2016,Lecture,Patrick   Murphy,30
Corporate Finance,91191,FIN,325,3,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Rich Hall 324,Rich Hall ,324,Fall2016,Lecture,Choopong   Sripraipan,30
Corporate Finance,90058,FIN,325,4,Undergraduate ,3,,6:00 pm - 7:20 pm,TR,Rich Hall 324,Rich Hall ,320,Fall2016,Lecture,Adam   Gagas,30
Corporate Finance,90059,FIN,325,5,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Rich Hall 320,Rich Hall ,320,Fall2016,Lecture,Hong   Wan,30
Corporate Finance,90061,FIN,325,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Rich Hall 320,Rich Hall ,220,Fall2016,Lecture,Hong   Wan,30
Corporate Finance,90956,FIN,325,7,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Rich Hall 220,Rich Hall ,324,Fall2016,Lecture,Choopong   Sripraipan,30
Corporate Finance,92640,FIN,325,1,Undergraduate ,3,,6:20 pm - 7:45 pm,MW,Rich Hall 324,Rich Hall ,324,Fall2016,Lecture,Choopong   Sripraipan,30
Corporate Finance,91684,FIN,325,2,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Rich Hall 324,Rich Hall ,219,Fall2016,Lecture,Choopong   Sripraipan,30
Financial Statement Analysis,91449,FIN,340,3,Undergraduate ,3,,4:40 pm - 6:05 pm,MW,Rich Hall 219,Rich Hall ,219,Fall2016,Lecture,Mary Tone  Rodgers,30
Financial Statement Analysis,92641,FIN,340,4,Undergraduate ,3,,6:20 pm - 7:45 pm,MW,Rich Hall 219,Rich Hall ,323,Fall2016,Lecture,Mary Tone  Rodgers,30
Investments,91014,FIN,354,5,Undergraduate ,3,,3:00 pm - 4:25 pm,MW,Rich Hall 323,Rich Hall ,221,Fall2016,Lecture,Eric   Tsai,30
Investments,91810,FIN,354,6,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Rich Hall 221,Rich Hall ,323,Fall2016,Lecture,Graig   Arcuri,30
Real Estate Finance,91969,FIN,391,7,Undergraduate ,3,,4:40 pm - 6:05 pm,MW,Rich Hall 323,Rich Hall ,323,Fall2016,Lecture,Graig   Arcuri,30
Real Estate Finance,92706,FIN,391,1,Undergraduate ,3,,6:20 pm - 7:45 pm,MW,Rich Hall 323,Marano Campus Center ,210,Fall2016,Lecture,Graig   Arcuri,30
Elementary French,91473,FRE,101,2,Undergraduate ,3,,4:10 pm - 5:35 pm,MW,Marano Campus Center 210,Marano Campus Center ,210,Fall2016,Lecture,Stewart   Smith,30
Elementary French,91704,FRE,101,3,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Marano Campus Center 210,Marano Campus Center ,256,Fall2016,Lecture,Stewart   Smith,30
Continuing Elementary French,91474,FRE,102,4,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Marano Campus Center 256,Marano Campus Center ,256,Fall2016,Lecture,Susan   Bertonneau,30
Continuing Elementary French,91840,FRE,102,5,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 256,Marano Campus Center ,142,Fall2016,Lecture,Susan   Bertonneau,30
Continuing Elementary French,92830,FRE,102,6,Undergraduate ,3,,5:00 pm - 5:55 pm,MTR,Marano Campus Center 142,Marano Campus Center ,210,Fall2016,Lecture,Najet   Gharsallaoui,30
Intermediate French,90291,FRE,201,7,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Marano Campus Center 210,Marano Campus Center ,231,Fall2016,Lecture,Susan   Bertonneau,30
Continuing Intermediate French,90819,FRE,202,1,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 231,Marano Campus Center ,210,Fall2016,Lecture,Allen   Stagl,30
Advanced French A,92799,FRE,301,2,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Marano Campus Center 210,Marano Campus Center ,256,Fall2016,Lecture,Susan   Bertonneau,30
Survey Of French Literature,92996,FRE,350,3,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Marano Campus Center 256,Marano Campus Center ,231,Fall2016,Lecture,Lenuta   Giukin,30
French Culture/Civilization II,92829,FRE,356,4,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 231,TBA,,Fall2016,Lecture,Allen   Stagl,30
Project in BHI,93201,BHI,699,5,Graduate ,3,,TBA,TBA,TBA,,"100% web, no face to face ",Fall2016,Activity,Ioana   Coman,30
Legal&Regulatory Environ ofBus,93120,BLW,355,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",TBA,,Fall2016,Distance Learning,Andrew T.  Wolfe,30
Course Assistant,93314,CMA,497,7,Undergraduate ,3,,TBA,TBA,TBA,,"100% web, no face to face ",Fall2016,Tutorial,Heidi   Bulk,30
PublicRelationsWriting&MassMed,93084,COM,313,1,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Off Campus ,,Fall2016,Distance Learning,Denise   Casey,30
Communication Practicum,93313,COM,497,2,Undergraduate ,3,,TBA,TBA,Off Campus ,TBA,,Fall2016,Practicum,Heidi   Bulk,30
Strategic COM Thesis/ApProject,93302,COM,590,3,Graduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Mary   Toale,30
CSS Undergrad Teaching Assist,93513,CSS,396,4,Undergraduate ,3,,TBA,TBA,TBA,,"100% web, no face to face ",Fall2016,Tutorial,Joshua   Adams,30
Comparative & International ED,93101,EDU,114,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",TBA,,Fall2016,Distance Learning,Namrata   Sharma,30
Independent Study,93190,ENG,599,6,Graduate ,3,,TBA,TBA,TBA,Lanigan Hall ,102,Fall2016,Independent Study,Fiona   Coll,30
Freshmen Colloquium,91203,ART,111,7,Undergraduate ,3,,12:40 pm - 1:35 pm,F,Lanigan Hall 102,Lanigan Hall ,104,Fall2016,Studio,Benjamin R  Entner,30
Transfer Student Colloquim,91209,ART,311,1,Undergraduate ,3,,5:15 pm - 6:45 pm,W,Lanigan Hall 104,Sonata ,107,Fall2016,Studio,Elizabeth Nichole  Hunt,30
Integ  Lang Arts/SocSt Methods,92862,CED,542,2,Graduate ,3,,9:00 am - 1:30 pm,RF,Sonata 107,Sonata ,107,Fall2016,Lecture,Doreen L  Mazzye,30
Field Experience A,92861,CED,543,3,Graduate ,3,,8:00 am - 4:00 pm,MTW,Sonata 107,Marano Campus Center ,242,Fall2016,Tutorial,Doreen L  Mazzye,30
Elementary French,91124,FRE,101,4,Undergraduate ,3,,3:00 pm - 5:00 pm,MTR,Marano Campus Center 242,Lakeside Dining Hall ,5,Fall2016,Lecture,Lenuta   Giukin,30
Integrated Childhood Methods,90125,CED,394,5,Undergraduate ,3,,8:00 am - 12:00 pm,TR,Lakeside Dining Hall 5,Lakeside Dining Hall ,5,Fall2016,Lecture,Lisa   Zaspel,30
Integrated Childhood Methods,92157,CED,394,6,Undergraduate ,3,,1:00 pm - 5:00 pm,TR,Lakeside Dining Hall 5,Marano Campus Center ,225,Fall2016,Lecture,Lorraine Middleton  Malecki,30
"A Global City:Santiago, Chile",93073,GLS,100,7,Undergraduate ,3,,3:00 pm - 4:25 pm,W,Marano Campus Center 225,Mahar Hall ,118,Fall2016,Lecture,Milton E  Loayza,30
A Global City:Havana,93075,GLS,100,1,Undergraduate ,3,,1:50 pm - 2:45 pm,F,Mahar Hall 118,Mahar Hall ,103,Fall2016,Lecture,Lisa M  Glidden,30
Hollywood POV,93138,CMA,410,2,Undergraduate ,3,,3:55 pm - 5:15 pm,T,Mahar Hall 103,Marano Campus Center ,242,Fall2016,Lecture,Michael J  Riecke,30
Continuing Elementary French,90290,FRE,102,3,Undergraduate ,3,,3:00 pm - 5:00 pm,MTR,Marano Campus Center 242,Off Campus ,,Fall2016,Lecture,Lenuta   Giukin,30
Cross Cultural Student Teach,90100,ADO,421,4,Undergraduate ,3,,TBA,MTWRF,Off Campus ,Off Campus ,,Fall2016,Student Teaching,Unassigned   Staff,30
CrossCulturalStudentTeaching,90122,CED,421,5,Undergraduate ,3,,TBA,TBA,Off Campus ,TBA,,Fall2016,Student Teaching,Unassigned   Staff,30
Intermediate German-BHBL,60116,GER,201,6,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Jennifer   Wolf,30
Intermediate German-Guilder,60009,GER,201,7,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Eleanor   Christie,30
Intermediate German-Shenendeho,60084,GER,201,1,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Todd   Hutson,30
Intermediate German-Mexico,60011,GER,201,2,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Kimberly Anne  Rice,30
Intermediate German-Fulton,60020,GER,201,3,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Carmen   Rehrl-Ruggio,30
Intermediate German-Delaware,60021,GER,201,4,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Terry   Legg,30
Intermediate German-Fairport,60100,GER,201,5,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Aisa   Cehajic-Roth,30
Intermediate German-Fay-Manli,60026,GER,201,6,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Kate   Stewart,30
Intermediate German-B'ville,60043,GER,201,7,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Benjamin Philip  Gerardi,30
Intermediate German-Shaker,60049,GER,201,1,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Brenna   Muldoon,30
Intermediate German-BHBL,60055,GER,201,2,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Kay   Kramer,30
Intermediate German-CNS,60056,GER,201,3,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Susan   Poet,30
Intermediate German-Columbia,60071,GER,201,4,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Rune   Williams,30
Intermediate German-Scotia,60090,GER,201,5,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Mary   Vogt,30
Intermediate German-Scotia,60111,GER,201,6,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Mary   Vogt,30
Cont Inter German-BHBL,60115,GER,202,7,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Jennifer   Wolf,30
Cont Inter German-Mexico,60004,GER,202,1,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Kimberly Anne  Rice,30
Cont Inter German-Coble,60008,GER,202,2,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,TBA,30
Cont Inter German-Mexico,60012,GER,202,3,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,TBA,30
Cont Inter German-Fulton,60019,GER,202,4,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Carmen   Rehrl-Ruggio,30
Cont Inter German-Delhi,60022,GER,202,5,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Terry   Legg,30
Cont Inter German-B'ville,60042,GER,202,6,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Benjamin Philip  Gerardi,30
Cont Inter German-Shaker,60048,GER,202,7,Undergraduate ,3,,TBA,TBA,TBA,TBA,,Fall2016,Lecture,Brenna   Muldoon,30
